session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag,sequence_id
SES_CRI_POO_0019,athlete_62,2367,cricket_bat,145.94,153.75,161.01,159.96,139.83,132.3,170.0,176.0,75.5,74.94,53.42,1.68,42.82,-3.36,0.41,0,0.602,32.6,flight,poor,Work on symmetry.,78
SES_SNA_ELI_0004,athlete_35,549,snatch,93.26,97.74,93.92,97.0,45.98,42.12,180,180,97.76,94.9,17.68,3.24,49.53,0.28,0.53,0,0.926,96.5,descent,elite,Elite biomechanics detected.,18
SES_SNA_ELI_0004,athlete_35,552,snatch,94.09,86.67,100.34,102.0,40.98,31.47,176.8,175.69,93.98,89.9,19.95,3.24,49.53,0.28,0.53,0,0.921,96.1,takeoff,elite,Elite biomechanics detected.,18
SES_JAV_ELI_0012,athlete_39,1499,javelin,104.55,105.33,143.2,148.25,172.87,166.83,137.94,125.75,90.81,84.41,26.64,3.11,36.26,1.08,0.56,0,0.767,94.1,flight,elite,Great form! Maintain position.,49
SES_CRI_POO_0019,athlete_38,2338,cricket_bat,165.52,157.84,176.5,153.62,132.91,133.1,174.41,170.6,76.82,80.04,44.8,1.56,20.79,1.4,0.53,0,0.567,30.7,flight,poor,Work on symmetry.,77
SES_CRI_GOO_0017,athlete_79,2091,cricket_bat,132.85,123.38,157.76,151.25,101.57,101.54,147.31,150.17,80.39,82.92,34.8,1.85,32.24,0.43,0.5,0,0.746,76.4,takeoff,good,"Good depth, push harder through the heels.",69
SES_SNA_GOO_0005,athlete_28,681,snatch,95.03,102.24,113.56,119.06,56.21,48.04,172.6,175.9,84.65,85.42,25.46,1.08,29.28,4.84,0.57,0,0.863,84.6,flight,good,"Good depth, push harder through the heels.",22
SES_SNA_POO_0007,athlete_43,959,snatch,125.42,122.66,164.84,151.67,88.39,83.97,143.97,141.06,64.74,78.47,39.74,3.11,12.22,5.96,0.37,0,0.689,34.5,landing,poor,LOWER HIPS!,31
SES_SPR_ELI_0008,athlete_41,1017,sprint,48.52,51.25,88.11,93.74,85.79,74.36,89.71,94.01,79.2,67.33,8.35,1.95,22.47,7.38,0.51,0,0.864,92.8,takeoff,elite,Great form! Maintain position.,33
SES_JAV_ELI_0012,athlete_39,1493,javelin,110.62,108.69,132.62,141.0,170.92,169.72,140.27,128.42,89.93,82.67,30.91,3.11,36.26,1.08,0.56,0,0.756,94.5,flight,elite,Great form! Maintain position.,49
SES_JAV_POO_0015,athlete_10,1827,javelin,141.03,151.64,178,164.74,128.6,135.34,169.02,164.1,60.95,78.67,62.18,3.18,27.74,-0.11,0.37,0,0.555,53.0,flight,poor,LOWER HIPS!,60
SES_VER_AVE_0002,athlete_48,274,vertical_jump,112.23,110.0,107.85,129.7,75.01,86.78,150.81,163.9,77.23,74.63,28.05,2.17,34.4,4.18,0.43,27.5,0.733,62.6,setup,average,Lower your hips.,9
SES_JAV_POO_0015,athlete_47,1875,javelin,147.24,146.85,159.84,165.89,126.06,128.56,157.25,166.73,75.43,65.09,50.89,4.82,22.78,-0.61,0.3,0,0.588,41.8,takeoff,poor,Critical form deviation.,62
SES_SNA_GOO_0005,athlete_29,705,snatch,102.7,95.85,103.85,105.88,49.86,46.54,167.68,172.68,86.52,95.38,31.57,5.61,24.9,1.64,0.48,0,0.874,87.9,takeoff,good,Extend hips fully.,23
SES_JAV_POO_0015,athlete_10,1807,javelin,150.0,155.28,172.53,173.0,121.24,136.49,136.48,152.2,75.47,67.48,57.46,3.18,27.74,-0.11,0.37,0,0.589,55.0,setup,poor,LOWER HIPS!,60
SES_VER_POO_0003,athlete_61,361,vertical_jump,134.86,128.78,145.93,140.44,110.07,64.06,152.22,134.21,63.37,65.3,41.49,0.87,26.15,-1.22,0.45,17.9,0.675,38.3,setup,poor,Critical form deviation.,12
SES_SNA_ELI_0004,athlete_04,506,snatch,94.84,87.94,106.95,94.82,40.78,47.31,179.31,180,94.64,84.94,18.08,1.11,30.16,-2.51,0.54,0,0.894,93.1,landing,elite,Elite biomechanics detected.,16
SES_VER_POO_0003,athlete_41,402,vertical_jump,136.22,128.5,138.22,147.63,101.8,78.67,131.46,150.69,63.61,69.38,39.62,1.08,32.9,5.5,0.59,9.6,0.663,49.2,takeoff,poor,Critical form deviation.,13
SES_SPR_GOO_0009,athlete_08,1169,sprint,65.4,62.7,106.29,101.16,86.4,91.34,87.29,100.87,88.1,76.87,20.89,0,22.24,0.22,0.41,0,0.823,85.0,takeoff,good,"Good depth, push harder through the heels.",38
SES_VER_AVE_0002,athlete_29,326,vertical_jump,119.51,131.43,107.42,121.97,89.42,86.94,149.43,125.62,77.68,74.85,18.95,0.52,14.14,-2.09,0.44,42.1,0.729,70.2,landing,average,Activate core more.,10
SES_JAV_AVE_0014,athlete_73,1751,javelin,125.19,127.01,161.71,158.04,144.28,136.79,144.53,152.93,88.46,83.6,51.8,2.63,19.34,0.28,0.43,0,0.669,57.3,descent,average,Control trunk lean.,58
SES_JAV_POO_0015,athlete_04,1894,javelin,146.0,148.52,171.82,159.49,137.67,124.63,170.0,158.6,64.52,77.62,53.23,1.91,22.23,2.77,0.47,0,0.573,28.5,setup,poor,Work on symmetry.,63
SES_SNA_POO_0007,athlete_43,938,snatch,129.38,123.96,140.3,151.41,92.34,74.47,139.93,153.53,54.23,75.21,58.35,3.11,12.22,5.96,0.37,0,0.684,32.1,descent,poor,LOWER HIPS!,31
SES_SPR_ELI_0008,athlete_41,995,sprint,51.19,46.22,87.09,93.57,74.39,73.03,76.16,82.68,78.51,66.42,8.83,1.95,22.47,7.38,0.51,0,0.849,93.2,setup,elite,Great form! Maintain position.,33
SES_JAV_GOO_0013,athlete_32,1666,javelin,115.26,121.09,148.73,152.01,157.72,163.14,134.15,145.68,81.13,82.08,44.86,2.86,21.56,-0.94,0.54,0,0.718,81.0,takeoff,good,"Good depth, push harder through the heels.",55
SES_SNA_ELI_0004,athlete_35,564,snatch,84.36,89.68,94.69,104.41,42.91,44.53,177.27,173.51,90.83,90.83,26.7,3.24,49.53,0.28,0.53,0,0.9,97.4,landing,elite,Elite biomechanics detected.,18
SES_VER_GOO_0001,athlete_79,228,vertical_jump,103.86,95.37,107.26,111.63,82.52,82.3,131.29,130.31,84.52,89.03,23.35,1.96,23.98,1.93,0.46,37.9,0.843,78.9,flight,good,Slight asymmetry detected.,7
SES_JAV_GOO_0013,athlete_07,1605,javelin,108.87,115.44,158.21,154.28,150.95,151.75,123.88,141.82,99.11,84.36,39.65,3.92,21.2,1.99,0.58,0,0.714,82.5,takeoff,good,"Good depth, push harder through the heels.",53
SES_CRI_AVE_0018,athlete_72,2275,cricket_bat,151.67,140.82,154.74,172.65,110.24,110.12,163.44,157.09,78.84,82.74,31.28,1.09,28.62,1.85,0.4,0,0.664,59.8,flight,average,Control trunk lean.,75
SES_VER_GOO_0001,athlete_79,227,vertical_jump,108.86,99.36,105.18,107.69,81.08,77.3,126.29,135.31,89.28,89.08,18.35,1.96,23.98,1.93,0.46,37.9,0.847,79.1,takeoff,good,Slight asymmetry detected.,7
SES_SPR_POO_0011,athlete_29,1434,sprint,90.42,90.56,133.93,138.2,99.26,95.71,138.08,132.06,105.96,78.32,36.74,1.78,12.02,4.96,0.53,0,0.71,36.0,takeoff,poor,Critical form deviation.,47
SES_SNA_AVE_0006,athlete_11,802,snatch,99.72,96.86,124.46,121.57,66.17,67.64,175.15,158.86,75.46,75.52,43.1,2.17,24.04,5.39,0.42,0,0.804,62.4,flight,average,Activate core more.,26
SES_VER_ELI_0000,athlete_79,111,vertical_jump,84.98,94.45,97.38,93.64,56.53,65.47,105.27,121.69,84.99,87.13,5.55,0.86,31.29,1.49,0.51,63.6,0.915,92.3,flight,elite,Hold this form.,3
SES_SNA_POO_0007,athlete_79,876,snatch,137.13,125.67,139.37,149.84,86.16,99.09,170.0,150.37,71.67,81.95,35.58,1.83,32.0,4.97,0.38,0,0.672,43.3,descent,poor,Critical form deviation.,29
SES_JAV_GOO_0013,athlete_07,1594,javelin,110.36,115.29,154.29,151.29,166.05,164.67,143.44,141.16,90.73,78.37,36.97,3.92,21.2,1.99,0.58,0,0.721,84.1,setup,good,"Good depth, push harder through the heels.",53
SES_SPR_POO_0011,athlete_06,1394,sprint,97.13,89.66,144.42,135.01,102.53,114.48,137.02,137.58,94.04,89.43,49.53,0,39.96,5.21,0.45,0,0.677,34.0,descent,poor,Adjust knee alignment.,46
SES_CRI_ELI_0016,athlete_73,1943,cricket_bat,122.38,119.57,138.13,145.2,90.34,85.44,143.63,151.08,84.61,90.08,17.19,1.45,35.74,1.94,0.43,0,0.798,95.1,flight,elite,Hold this form.,64
SES_CRI_POO_0019,athlete_62,2357,cricket_bat,162.41,163.51,152.02,167.14,132.04,129.72,178.03,175.59,87.45,78.68,47.18,1.68,42.82,-3.36,0.41,0,0.588,33.4,takeoff,poor,Work on symmetry.,78
SES_SPR_POO_0011,athlete_75,1328,sprint,89.98,86.88,152.2,122.71,126.25,110.35,124.23,120.87,102.39,87.53,43.24,5.1,21.29,-1.57,0.41,0,0.652,44.8,setup,poor,Work on symmetry.,44
SES_SPR_POO_0011,athlete_55,1377,sprint,85.26,96.41,135.53,135.47,100.47,108.43,111.54,135.37,101.11,89.67,46.39,1.53,22.2,7.52,0.52,0,0.681,29.1,takeoff,poor,LOWER HIPS!,45
SES_CRI_POO_0019,athlete_38,2320,cricket_bat,166.8,146.75,156.89,153.62,114.19,126.14,155.0,150.58,64.18,76.77,54.49,1.56,20.79,1.4,0.53,0,0.578,30.6,descent,poor,Work on symmetry.,77
SES_JAV_POO_0015,athlete_28,1853,javelin,144.21,143.17,165.0,178,131.35,140.22,178.78,179.65,69.94,83.61,70.88,1.63,30.33,3.74,0.48,0,0.574,32.0,flight,poor,LOWER HIPS!,61
SES_JAV_AVE_0014,athlete_52,1688,javelin,133.52,124.45,163.49,154.96,140.18,143.36,142.59,155.64,83.22,77.61,54.0,0,29.45,0.4,0.41,0,0.644,67.3,descent,average,Lower your hips.,56
SES_VER_POO_0003,athlete_61,389,vertical_jump,132.74,141.25,137.82,140.03,106.78,93.6,148.68,143.5,64.63,67.52,37.07,0.87,26.15,-1.22,0.45,17.9,0.676,39.7,landing,poor,Critical form deviation.,12
SES_VER_POO_0003,athlete_50,458,vertical_jump,144.19,139.44,132.74,141.39,82.52,91.56,148.69,123.09,59.89,60.11,42.78,0.96,34.75,4.16,0.45,15.6,0.671,34.9,descent,poor,Work on symmetry.,15
SES_JAV_ELI_0012,athlete_39,1492,javelin,114.72,113.69,137.62,144.31,174.37,164.72,145.27,123.42,88.83,87.67,35.91,3.11,36.26,1.08,0.56,0,0.763,94.3,takeoff,elite,Great form! Maintain position.,49
SES_CRI_GOO_0017,athlete_79,2096,cricket_bat,120.59,128.38,142.76,147.4,96.57,86.54,152.31,151.6,79.4,93.31,38.07,1.85,32.24,0.43,0.5,0,0.751,76.8,flight,good,"Good depth, push harder through the heels.",69
SES_JAV_ELI_0012,athlete_49,1468,javelin,101.63,109.55,154.16,144.0,173.45,165.12,134.3,126.51,91.93,80.05,42.68,1.47,27.08,1.79,0.39,0,0.737,94.7,flight,elite,Great form! Maintain position.,48
SES_JAV_ELI_0012,athlete_39,1472,javelin,105.53,111.78,153.88,135.62,170.0,160.39,140.42,142.23,79.11,82.82,38.2,3.11,36.26,1.08,0.56,0,0.727,92.3,setup,elite,Great form! Maintain position.,49
SES_SNA_AVE_0006,athlete_37,727,snatch,92.93,117.92,121.94,121.06,71.45,81.26,161.75,161.94,92.67,78.75,34.93,2.23,18.49,3.17,0.51,0,0.737,68.5,descent,average,Activate core more.,24
SES_CRI_AVE_0018,athlete_59,2176,cricket_bat,147.68,148.32,158.39,160.85,111.73,118.98,165.04,158.26,84.27,81.7,41.23,3.51,36.71,4.25,0.4,0,0.714,64.3,takeoff,average,Activate core more.,72
SES_SPR_ELI_0008,athlete_41,992,sprint,46.19,41.48,93.19,92.17,77.19,63.22,81.16,97.68,70.4,71.42,12.86,1.95,22.47,7.38,0.51,0,0.866,93.3,setup,elite,Great form! Maintain position.,33
SES_CRI_POO_0019,athlete_25,2297,cricket_bat,146.3,167.94,159.24,163.17,126.67,133.19,180,165.0,68.94,86.73,53.11,4.06,24.64,1.83,0.39,0,0.568,34.5,takeoff,poor,Critical form deviation.,76
SES_JAV_POO_0015,athlete_28,1850,javelin,139.91,148.17,168.64,164.29,134.57,128.31,163.78,174.65,67.42,84.8,69.19,1.63,30.33,3.74,0.48,0,0.575,32.2,takeoff,poor,LOWER HIPS!,61
SES_VER_AVE_0002,athlete_13,358,vertical_jump,115.17,111.92,110.33,128.99,97.36,86.07,125.69,148.55,73.94,79.76,23.09,1.86,26.22,-0.99,0.57,41.1,0.741,64.3,landing,average,Lower your hips.,11
SES_SPR_GOO_0009,athlete_49,1125,sprint,54.93,61.04,115.25,106.37,95.2,85.2,104.58,98.41,78.32,77.63,16.72,1.23,33.46,-2.28,0.42,0,0.794,78.7,descent,good,Extend hips fully.,37
SES_JAV_GOO_0013,athlete_67,1635,javelin,105.43,108.88,161.06,159.51,152.29,156.6,136.53,131.25,87.22,92.92,37.63,2.8,33.22,3.51,0.54,0,0.727,81.7,takeoff,good,Extend hips fully.,54
SES_CRI_ELI_0016,athlete_44,1963,cricket_bat,119.38,128.31,149.44,138.69,89.11,82.12,137.05,136.18,90.76,94.05,28.86,0.49,26.81,2.6,0.45,0,0.776,96.7,descent,elite,Great form! Maintain position.,65
SES_VER_ELI_0000,athlete_49,40,vertical_jump,89.03,93.63,90.91,95.68,60.25,66.37,128.81,122.92,82.95,86.96,15.66,4.68,33.72,-0.49,0.5,65.6,0.929,94.5,descent,elite,Elite biomechanics detected.,1
SES_SNA_ELI_0004,athlete_14,592,snatch,88.92,95.43,94.71,101.14,43.34,45.26,180,174.38,91.17,89.35,23.67,1.28,40.29,3.03,0.44,0,0.908,95.3,flight,elite,Great form! Maintain position.,19
SES_JAV_POO_0015,athlete_04,1909,javelin,155.42,148.56,161.63,163.07,128.14,149.63,164.34,163.6,68.21,60.89,52.11,1.91,22.23,2.77,0.47,0,0.584,26.9,takeoff,poor,Work on symmetry.,63
SES_JAV_AVE_0014,athlete_52,1687,javelin,128.52,119.45,168.49,159.96,135.18,148.36,137.59,151.68,88.22,79.96,55.23,0,29.45,0.4,0.41,0,0.644,67.0,setup,average,Lower your hips.,56
SES_SNA_POO_0007,athlete_54,868,snatch,121.51,126.88,157.25,139.0,80.06,82.83,153.45,135.29,79.95,72.06,49.6,3.09,29.02,3.78,0.43,0,0.672,42.4,landing,poor,Work on symmetry.,28
SES_SNA_POO_0007,athlete_79,888,snatch,132.9,141.06,141.68,143.01,79.01,68.9,154.9,160.37,74.57,69.81,49.46,1.83,32.0,4.97,0.38,0,0.699,42.7,flight,poor,Critical form deviation.,29
SES_SPR_AVE_0010,athlete_32,1206,sprint,67.12,76.31,116.61,123.41,89.41,93.49,107.39,110.08,83.36,80.74,24.83,1.97,20.64,0.35,0.51,0,0.741,61.5,setup,average,Control trunk lean.,40
SES_CRI_ELI_0016,athlete_76,2019,cricket_bat,122.33,122.99,134.0,139.33,79.78,90.56,149.95,143.03,87.25,93.44,19.35,2.15,51.96,3.27,0.46,0,0.806,95.0,descent,elite,Hold this form.,67
SES_CRI_AVE_0018,athlete_59,2164,cricket_bat,150.49,141.96,150.42,152.48,125.2,108.51,144.16,159.95,78.87,93.87,35.68,3.51,36.71,4.25,0.4,0,0.699,64.0,setup,average,Activate core more.,72
SES_SNA_POO_0007,athlete_11,910,snatch,134.78,120.68,151.77,144.53,94.49,78.17,128.27,152.05,73.3,77.57,42.25,2.14,29.83,1.47,0.37,0,0.674,44.4,descent,poor,Work on symmetry.,30
SES_JAV_POO_0015,athlete_28,1836,javelin,156.72,152.75,174.28,168.0,118.87,135.52,147.33,162.79,68.71,66.47,51.87,1.63,30.33,3.74,0.48,0,0.582,30.9,setup,poor,LOWER HIPS!,61
SES_VER_AVE_0002,athlete_29,311,vertical_jump,110.91,119.04,131.8,118.36,67.28,92.91,143.25,143.69,76.35,70.84,31.62,0.52,14.14,-2.09,0.44,42.1,0.747,69.6,descent,average,Activate core more.,10
SES_CRI_ELI_0016,athlete_64,1992,cricket_bat,114.36,124.37,125.6,130.87,83.07,94.62,138.95,147.83,79.47,99.12,18.17,2.29,48.83,2.19,0.45,0,0.781,97.1,descent,elite,Hold this form.,66
SES_SPR_POO_0011,athlete_75,1344,sprint,92.06,85.33,131.89,128.41,109.48,109.29,118.86,135.31,89.38,86.0,36.2,5.1,21.29,-1.57,0.41,0,0.69,45.7,takeoff,poor,Work on symmetry.,44
SES_SNA_ELI_0004,athlete_04,495,snatch,87.79,94.16,99.07,99.76,52.62,45.84,178.25,174.04,94.48,93.32,23.68,1.11,30.16,-2.51,0.54,0,0.926,95.5,takeoff,elite,Elite biomechanics detected.,16
SES_SPR_GOO_0009,athlete_08,1149,sprint,56.38,56.16,101.63,108.56,79.44,84.34,108.16,94.11,76.1,84.28,13.23,0,22.24,0.22,0.41,0,0.828,83.6,setup,good,"Good depth, push harder through the heels.",38
SES_JAV_ELI_0012,athlete_68,1542,javelin,110.04,99.58,135.76,151.83,174.07,166.8,139.74,119.67,83.7,76.29,31.96,2.6,37.36,-1.48,0.52,0,0.716,94.5,descent,elite,Great form! Maintain position.,51
SES_SNA_POO_0007,athlete_54,860,snatch,121.51,129.78,158.59,158.97,79.22,82.38,146.11,147.46,69.95,66.24,49.85,3.09,29.02,3.78,0.43,0,0.699,41.8,flight,poor,Work on symmetry.,28
SES_JAV_AVE_0014,athlete_73,1768,javelin,120.14,120.81,165.83,164.21,140.45,152.58,143.69,145.39,78.87,81.48,38.75,2.63,19.34,0.28,0.43,0,0.675,56.8,flight,average,Control trunk lean.,58
SES_SNA_POO_0007,athlete_43,936,snatch,119.38,121.23,141.31,142.36,85.59,74.47,139.93,163.53,64.23,66.62,58.35,3.11,12.22,5.96,0.37,0,0.713,32.8,descent,poor,LOWER HIPS!,31
SES_SPR_GOO_0009,athlete_08,1142,sprint,58.74,62.05,96.63,103.56,79.3,71.84,77.86,101.66,76.16,80.27,22.76,0,22.24,0.22,0.41,0,0.812,82.9,setup,good,"Good depth, push harder through the heels.",38
SES_JAV_GOO_0013,athlete_50,1570,javelin,118.8,120.86,157.5,160.99,157.15,155.09,140.49,138.51,94.32,83.23,43.84,2.9,45.79,3.05,0.55,0,0.728,74.1,descent,good,"Good depth, push harder through the heels.",52
SES_SNA_ELI_0004,athlete_35,547,snatch,85.95,89.3,93.92,107.0,47.26,45.72,180,180,91.96,94.91,23.63,3.24,49.53,0.28,0.53,0,0.897,96.3,descent,elite,Elite biomechanics detected.,18
SES_VER_POO_0003,athlete_41,406,vertical_jump,127.48,138.19,139.75,132.93,92.2,96.7,130.54,150.69,64.83,72.25,33.68,1.08,32.9,5.5,0.59,9.6,0.66,48.7,takeoff,poor,Critical form deviation.,13
SES_SNA_GOO_0005,athlete_29,708,snatch,100.61,90.85,100.59,107.67,44.86,49.09,162.68,178.96,86.14,88.9,30.99,5.61,24.9,1.64,0.48,0,0.85,87.7,flight,good,Extend hips fully.,23
SES_SPR_GOO_0009,athlete_08,1165,sprint,53.67,52.7,106.29,103.16,86.4,94.59,87.29,100.18,81.95,74.98,13.95,0,22.24,0.22,0.41,0,0.836,84.6,takeoff,good,"Good depth, push harder through the heels.",38
SES_VER_POO_0003,athlete_19,433,vertical_jump,142.22,138.25,142.75,135.27,87.23,84.48,150.19,149.67,69.32,70.88,37.08,1.73,29.0,-2.4,0.51,24.0,0.676,38.7,takeoff,poor,Critical form deviation.,14
SES_JAV_ELI_0012,athlete_53,1508,javelin,102.55,100.02,151.28,154.07,172.05,167.14,121.39,118.15,81.16,85.99,39.32,0.72,20.53,-0.49,0.53,0,0.767,94.0,descent,elite,Great form! Maintain position.,50
SES_VER_ELI_0000,athlete_70,60,vertical_jump,89.38,92.11,90.84,99.71,52.61,70.79,111.4,148.09,80.4,76.92,14.46,0.25,28.33,2.73,0.46,77.0,0.924,90,setup,elite,Hold this form.,2
SES_SPR_POO_0011,athlete_06,1409,sprint,92.83,84.24,128.76,148.27,111.58,104.29,141.47,132.69,85.37,89.16,45.11,0,39.96,5.21,0.45,0,0.647,35.8,takeoff,poor,Adjust knee alignment.,46
SES_SNA_POO_0007,athlete_43,931,snatch,128.08,134.58,159.96,149.03,97.21,64.31,124.93,173.03,65.07,71.62,50.06,3.11,12.22,5.96,0.37,0,0.684,32.9,setup,poor,LOWER HIPS!,31
SES_JAV_ELI_0012,athlete_39,1489,javelin,103.61,101.92,146.85,151.7,159.5,164.35,137.94,120.28,86.61,89.2,35.26,3.11,36.26,1.08,0.56,0,0.765,94.5,takeoff,elite,Great form! Maintain position.,49
SES_CRI_GOO_0017,athlete_15,2129,cricket_bat,135.98,132.51,159.57,148.4,102.93,95.9,151.71,154.0,90.37,96.96,24.38,0.97,12.01,-2.16,0.36,0,0.751,83.9,flight,good,Slight asymmetry detected.,70
SES_JAV_AVE_0014,athlete_60,1736,javelin,132.35,120.32,159.0,165.65,137.72,144.91,157.24,150.28,85.15,85.7,49.86,3.8,21.97,3.08,0.59,0,0.64,65.2,flight,average,Activate core more.,57
SES_SNA_GOO_0005,athlete_22,630,snatch,98.61,94.9,103.71,104.85,51.2,41.63,158.81,163.66,75.2,81.78,31.44,1.84,29.67,4.16,0.43,0,0.885,80.8,setup,good,Slight asymmetry detected.,21
SES_SNA_GOO_0005,athlete_28,685,snatch,95.03,102.23,113.06,111.75,59.17,41.01,170.0,173.12,78.08,88.03,27.19,1.08,29.28,4.84,0.57,0,0.874,84.8,landing,good,"Good depth, push harder through the heels.",22
SES_CRI_POO_0019,athlete_38,2317,cricket_bat,164.18,155.77,160.39,158.62,111.98,112.67,150.0,156.11,77.82,76.69,49.49,1.56,20.79,1.4,0.53,0,0.601,30.4,setup,poor,Work on symmetry.,77
SES_SPR_GOO_0009,athlete_08,1148,sprint,58.53,60.36,96.63,103.56,74.44,80.24,103.16,94.78,71.1,80.91,15.28,0,22.24,0.22,0.41,0,0.819,83.1,setup,good,"Good depth, push harder through the heels.",38
SES_VER_GOO_0001,athlete_56,204,vertical_jump,90.96,100.69,102.59,113.97,74.84,68.51,126.07,131.98,79.05,88.37,17.18,0.17,23.46,3.3,0.55,44.2,0.815,82.1,landing,good,"Good depth, push harder through the heels.",6
SES_JAV_GOO_0013,athlete_32,1652,javelin,111.24,119.42,152.9,140.59,164.32,159.3,142.7,121.64,94.37,84.58,51.6,2.86,21.56,-0.94,0.54,0,0.694,81.3,setup,good,"Good depth, push harder through the heels.",55
SES_CRI_AVE_0018,athlete_33,2239,cricket_bat,146.06,142.77,157.73,156.15,98.69,106.88,174.71,159.39,83.72,81.63,40.65,0.2,16.78,4.95,0.41,0,0.71,63.2,takeoff,average,Activate core more.,74
SES_SNA_POO_0007,athlete_11,904,snatch,125.68,132.27,151.36,154.64,84.88,78.27,134.91,152.81,79.48,68.51,32.25,2.14,29.83,1.47,0.37,0,0.698,44.2,setup,poor,Work on symmetry.,30
SES_CRI_GOO_0017,athlete_69,2065,cricket_bat,127.35,132.49,152.08,136.84,97.24,99.61,162.53,144.24,89.03,93.79,27.88,2.76,28.84,4.74,0.53,0,0.738,83.1,flight,good,Slight asymmetry detected.,68
SES_SPR_ELI_0008,athlete_13,985,sprint,50.96,44.06,94.19,88.75,71.46,85.39,85.82,89.64,73.44,63.0,13.28,2.45,40.04,4.42,0.44,0,0.842,94.9,takeoff,elite,Great form! Maintain position.,32
SES_SPR_POO_0011,athlete_06,1385,sprint,94.61,104.73,141.86,132.45,122.05,111.46,142.9,122.58,89.73,84.81,54.24,0,39.96,5.21,0.45,0,0.668,34.3,setup,poor,Adjust knee alignment.,46
SES_SPR_ELI_0008,athlete_23,1041,sprint,54.17,47.19,101.44,86.56,75.57,68.82,88.35,81.41,73.53,75.06,14.7,0.7,42.08,0.04,0.55,0,0.817,93.1,takeoff,elite,Hold this form.,34
SES_SNA_ELI_0004,athlete_14,573,snatch,84.1,89.6,94.05,108.8,46.29,44.1,176.1,179.05,87.04,96.87,28.61,1.28,40.29,3.03,0.44,0,0.883,95.0,setup,elite,Great form! Maintain position.,19
SES_JAV_GOO_0013,athlete_50,1576,javelin,113.52,120.86,150.22,154.69,161.05,158.85,131.34,146.74,84.43,79.85,48.33,2.9,45.79,3.05,0.55,0,0.712,73.9,takeoff,good,"Good depth, push harder through the heels.",52
SES_CRI_AVE_0018,athlete_59,2183,cricket_bat,150.62,150.47,160.97,163.61,112.26,117.76,157.75,157.56,95.8,77.73,29.46,3.51,36.71,4.25,0.4,0,0.715,63.5,flight,average,Activate core more.,72
SES_JAV_GOO_0013,athlete_67,1641,javelin,110.45,108.99,156.61,159.01,169.57,157.66,143.6,137.46,83.42,79.16,42.67,2.8,33.22,3.51,0.54,0,0.731,82.2,takeoff,good,Extend hips fully.,54
SES_VER_AVE_0002,athlete_29,318,vertical_jump,119.96,127.08,123.2,118.97,78.68,90.99,146.37,128.0,75.38,71.82,24.77,0.52,14.14,-2.09,0.44,42.1,0.772,69.6,flight,average,Activate core more.,10
SES_JAV_POO_0015,athlete_47,1870,javelin,142.24,146.85,164.96,170.89,141.06,120.12,156.68,161.73,78.5,73.29,52.09,4.82,22.78,-0.61,0.3,0,0.579,42.3,descent,poor,Critical form deviation.,62
SES_CRI_AVE_0018,athlete_33,2244,cricket_bat,141.06,146.01,152.73,154.77,100.81,111.64,166.34,144.39,90.29,89.01,45.65,0.2,16.78,4.95,0.41,0,0.705,62.5,flight,average,Activate core more.,74
SES_SPR_AVE_0010,athlete_49,1293,sprint,69.21,65.79,117.42,105.8,86.91,101.17,123.94,106.07,87.18,85.73,19.89,0.95,27.31,6.44,0.43,0,0.755,70.1,setup,average,Control trunk lean.,43
SES_SPR_ELI_0008,athlete_61,1073,sprint,41.01,45.46,81.03,93.85,71.95,80.57,95.01,94.42,78.03,65.77,6.9,3.43,35.85,2.18,0.64,0,0.82,98.3,takeoff,elite,Hold this form.,35
SES_VER_ELI_0000,athlete_21,19,vertical_jump,95.02,92.15,102.8,90.12,54.31,64.96,109.9,121.28,87.71,87.27,8.39,3.75,40.25,2.33,0.48,49.9,0.914,91.8,flight,elite,Great form! Maintain position.,0
SES_VER_AVE_0002,athlete_13,332,vertical_jump,109.83,110.39,127.82,119.5,58.26,86.45,117.12,131.66,82.36,79.66,28.1,1.86,26.22,-0.99,0.57,41.1,0.779,65.5,setup,average,Lower your hips.,11
SES_VER_POO_0003,athlete_19,426,vertical_jump,130.54,125.25,143.44,152.07,73.68,82.47,165.19,140.97,76.09,79.91,32.08,1.73,29.0,-2.4,0.51,24.0,0.67,38.4,descent,poor,Critical form deviation.,14
SES_JAV_ELI_0012,athlete_53,1519,javelin,111.73,102.49,151.74,143.95,171.8,166.02,117.82,126.43,81.72,85.56,33.83,0.72,20.53,-0.49,0.53,0,0.74,93.4,takeoff,elite,Great form! Maintain position.,50
SES_VER_ELI_0000,athlete_70,81,vertical_jump,86.97,93.06,97.77,93.8,60.77,63.97,125.41,121.26,84.79,89.93,13.49,0.25,28.33,2.73,0.46,77.0,0.927,92.5,flight,elite,Hold this form.,2
SES_JAV_GOO_0013,athlete_32,1654,javelin,111.24,119.42,152.9,144.81,154.32,159.3,144.53,131.64,84.37,75.02,42.26,2.86,21.56,-0.94,0.54,0,0.702,81.4,setup,good,"Good depth, push harder through the heels.",55
