session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag
SES_CRI_ELI_00249,athlete_0157,2,squat,129.57,129.47,127.84,127.05,33.38,33.38,159.37,159.2,66.57,66.48,7.34,1.93,4.77,-2.47,0.511,0.0,0.997,90.0,ascent,elite,Textbook squat form.
SES_CRI_ELI_00249,athlete_0026,3,squat,127.97,127.49,120.0,119.42,32.01,31.23,159.04,159.09,71.69,71.33,9.01,0.48,14.89,4.5,0.398,0.0,0.995,94.5,ascent,elite,Elite biomechanics detected.
SES_CRI_ELI_00249,athlete_0080,4,squat,122.24,121.95,131.33,131.73,34.16,34.56,162.39,162.87,80.74,80.62,13.42,5.63,2.51,-1.45,0.474,0.0,0.998,90.0,ascent,elite,Elite biomechanics detected.
SES_CRI_ELI_00249,athlete_0027,5,squat,130.27,128.98,129.07,128.96,29.16,29.48,165.79,164.38,83.71,83.89,5.92,2.48,16.82,1.38,0.489,0.0,0.996,90.0,ascent,elite,Textbook squat form.
SES_CRI_ELI_00249,athlete_0059,1,squat,126.26,126.91,124.95,125.59,28.4,29.15,153.97,153.44,82.05,82.04,3.66,1.18,21.41,-2.72,0.487,0.0,0.997,90.0,ascent,elite,Perfect depth and alignment.
SES_CRI_ELI_00249,athlete_0113,2,squat,108.04,107.89,121.89,121.61,32.61,32.89,158.36,158.47,79.5,79.53,3.42,0.75,8.67,0.63,0.531,0.0,0.999,99.7,ascent,elite,Perfect depth and alignment.
SES_CRI_ELI_00249,athlete_0022,3,squat,115.33,115.66,123.09,123.44,21.09,21.05,143.44,143.72,78.21,77.89,0.0,0.25,7.28,-4.45,0.375,0.0,0.997,97.4,ascent,elite,Textbook squat form.
SES_CRI_ELI_00249,athlete_0136,4,squat,140.73,140.57,129.41,129.24,30.8,30.89,162.9,163.06,82.48,82.52,9.76,1.76,12.48,-1.95,0.471,0.0,0.999,90.0,ascent,elite,Perfect depth and alignment.
SES_CRI_ELI_00249,athlete_0173,5,squat,124.7,124.91,126.45,127.71,21.43,19.69,159.5,159.67,73.43,73.49,8.47,0.24,9.42,1.91,0.463,0.0,0.996,90.0,ascent,elite,Textbook squat form.
SES_CRI_ELI_00249,athlete_0171,1,squat,130.02,129.35,126.45,126.36,26.23,26.46,158.75,158.95,74.06,74.22,7.74,1.19,20.52,-1.6,0.493,0.0,0.997,90.0,ascent,elite,Textbook squat form.
SES_CRI_ELI_00249,athlete_0076,2,squat,127.2,127.61,126.37,126.06,27.47,27.7,164.49,165.63,86.61,86.55,0.0,0.43,11.48,1.04,0.359,0.0,0.998,90.0,ascent,elite,Elite biomechanics detected.
SES_CRI_ELI_00249,athlete_0035,3,squat,124.98,125.99,126.14,124.4,27.42,29.01,157.96,157.85,82.03,80.4,8.87,1.59,0.0,2.39,0.419,0.0,0.986,90.0,ascent,elite,Perfect depth and alignment.
SES_CRI_ELI_00249,athlete_0035,4,squat,128.07,127.72,128.23,127.98,41.62,42.21,166.5,165.78,80.21,79.57,8.95,1.43,5.41,-1.19,0.492,0.0,0.996,90.0,ascent,elite,Textbook squat form.
SES_CRI_ELI_00249,athlete_0189,5,squat,127.81,129.15,127.08,126.79,22.1,22.9,161.07,160.72,81.56,81.88,6.76,0.08,26.88,-2.16,0.445,0.0,0.994,90.0,ascent,elite,Elite biomechanics detected.
SES_CRI_ELI_00249,athlete_0004,1,squat,122.12,123.11,118.48,120.99,20.55,20.47,160.03,159.55,74.23,74.53,2.95,1.5,9.97,-2.2,0.463,0.0,0.989,94.2,ascent,elite,Elite biomechanics detected.
SES_JAV_ELI_00250,athlete_0130,1,squat,131.61,131.34,120.16,119.59,31.31,30.82,159.98,159.39,76.59,76.99,10.78,1.77,3.96,-1.19,0.558,0.0,0.996,94.4,ascent,elite,Textbook squat form.
SES_JAV_ELI_00250,athlete_0188,2,squat,131.64,133.07,130.82,131.08,27.79,28.1,163.95,163.73,82.5,83.34,10.17,0.72,16.9,-6.71,0.407,0.0,0.992,90.0,ascent,elite,Perfect depth and alignment.
SES_JAV_ELI_00250,athlete_0082,3,squat,134.01,134.69,126.56,125.88,25.14,25.52,166.89,166.47,81.13,80.22,11.2,0.04,19.28,2.5,0.419,0.0,0.993,90.0,ascent,elite,Textbook squat form.
SES_JAV_ELI_00250,athlete_0163,4,squat,130.18,130.03,128.45,128.35,27.19,27.75,160.62,160.62,80.92,81.13,14.92,0.12,9.38,0.16,0.454,0.0,0.998,90.0,ascent,elite,Perfect depth and alignment.
SES_JAV_ELI_00250,athlete_0192,5,squat,144.9,145.26,140.23,140.85,29.83,30.23,159.89,160.21,83.48,84.07,8.87,2.51,10.06,-1.8,0.438,0.0,0.995,90.0,ascent,elite,Elite biomechanics detected.
SES_JAV_ELI_00250,athlete_0192,6,squat,128.0,128.11,124.15,123.93,27.94,28.17,156.62,156.76,73.29,73.34,9.37,0.72,14.57,-1.79,0.422,0.0,0.999,90.0,ascent,elite,Perfect depth and alignment.
SES_JAV_ELI_00250,athlete_0096,7,squat,135.57,135.42,127.41,127.02,26.17,26.03,160.65,160.51,76.45,76.58,15.91,0.35,0.0,0.83,0.464,0.0,0.998,90.0,ascent,elite,Textbook squat form.
SES_JAV_ELI_00250,athlete_0002,8,squat,126.89,126.71,125.72,125.91,28.49,28.32,156.66,156.82,76.8,76.95,4.5,0.98,28.05,-1.47,0.422,0.0,0.998,90.0,ascent,elite,Elite biomechanics detected.
SES_JAV_ELI_00250,athlete_0125,1,squat,132.82,133.47,130.36,130.99,19.09,19.2,155.26,157.22,80.87,81.24,10.1,0.14,18.59,0.93,0.443,0.0,0.995,90.0,ascent,elite,Textbook squat form.
SES_JAV_ELI_00250,athlete_0079,2,squat,134.89,134.91,132.68,132.92,35.12,35.06,161.52,161.56,83.16,83.19,8.29,1.52,15.73,-3.17,0.432,0.0,0.999,90.0,ascent,elite,Textbook squat form.
SES_JAV_ELI_00250,athlete_0061,3,squat,130.07,130.58,120.07,120.25,24.8,24.43,156.16,156.47,79.5,79.3,8.06,1.09,5.23,-3.68,0.512,0.0,0.997,91.2,ascent,elite,Perfect depth and alignment.
SES_JAV_ELI_00250,athlete_0122,4,squat,127.94,127.43,130.61,128.38,29.8,30.41,155.4,155.71,78.86,79.23,5.79,0.31,2.58,-5.34,0.437,0.0,0.991,90.0,ascent,elite,Perfect depth and alignment.
SES_JAV_ELI_00250,athlete_0020,5,squat,125.65,125.94,123.57,123.59,30.42,30.36,153.88,153.89,80.51,80.64,9.01,1.34,13.51,-1.01,0.515,0.0,0.999,90.0,ascent,elite,Textbook squat form.
SES_JAV_ELI_00250,athlete_0131,6,squat,137.74,138.99,136.38,136.21,28.21,26.3,165.22,165.76,74.59,73.43,7.37,0.13,12.07,1.54,0.457,0.0,0.991,90.0,ascent,elite,Textbook squat form.
SES_JAV_ELI_00250,athlete_0062,7,squat,121.72,122.17,122.26,121.9,39.11,38.54,171.08,171.98,73.31,73.6,9.15,0.38,0.0,-0.67,0.461,0.0,0.996,91.3,ascent,elite,Textbook squat form.
SES_JAV_ELI_00250,athlete_0083,8,squat,138.05,138.32,140.34,140.32,31.98,32.53,169.83,169.97,91.81,92.66,8.17,0.8,21.97,0.03,0.359,0.0,0.996,90.0,ascent,elite,Perfect depth and alignment.
SES_JAV_ELI_00250,athlete_0022,1,squat,128.23,128.24,130.75,130.49,29.74,29.93,163.29,163.31,77.71,77.71,14.17,0.96,15.62,-1.2,0.412,0.0,0.999,90.0,ascent,elite,Textbook squat form.
SES_JAV_ELI_00250,athlete_0172,2,squat,137.98,137.81,131.31,131.17,29.18,29.28,155.92,155.47,79.82,80.01,10.45,1.82,11.9,-3.0,0.477,0.0,0.998,90.0,ascent,elite,Elite biomechanics detected.
SES_JAV_ELI_00250,athlete_0047,3,squat,132.84,132.76,114.17,114.54,31.07,31.18,175.33,175.51,69.42,69.31,10.0,0.36,29.02,1.49,0.478,0.0,0.998,99.6,ascent,elite,Perfect depth and alignment.
SES_JAV_ELI_00250,athlete_0161,4,squat,131.15,131.53,120.42,121.03,27.05,27.23,157.27,157.29,79.73,79.77,0.0,1.75,22.47,-2.71,0.502,0.0,0.997,90.0,ascent,elite,Textbook squat form.
SES_JAV_ELI_00250,athlete_0119,5,squat,125.95,125.92,125.59,125.61,39.14,39.09,157.81,157.77,76.2,76.17,2.51,4.57,18.58,1.09,0.393,0.0,1.0,90.0,ascent,elite,Perfect depth and alignment.
SES_JAV_ELI_00250,athlete_0016,6,squat,140.54,140.74,143.2,143.09,23.48,23.03,154.5,153.93,78.77,78.71,14.34,1.66,15.48,-2.29,0.413,0.0,0.999,90.0,ascent,elite,Elite biomechanics detected.
SES_JAV_ELI_00250,athlete_0027,7,squat,126.02,126.02,130.6,130.11,34.62,33.72,160.47,160.74,78.06,78.13,7.5,0.01,3.09,-0.09,0.479,0.0,0.998,90.0,ascent,elite,Textbook squat form.
SES_JAV_ELI_00250,athlete_0163,8,squat,123.47,125.49,111.59,109.69,23.72,23.16,156.61,157.18,77.61,77.55,0.0,1.58,10.69,2.05,0.458,0.0,0.989,94.9,ascent,elite,Perfect depth and alignment.
SES_JAV_ELI_00250,athlete_0005,1,squat,131.55,131.69,129.16,128.78,28.24,28.47,160.11,160.8,90.84,90.53,16.0,2.61,7.36,-4.73,0.499,0.0,0.998,90.0,ascent,elite,Perfect depth and alignment.
SES_JAV_ELI_00250,athlete_0073,2,squat,125.89,125.56,130.1,130.27,36.36,36.58,169.48,169.51,75.62,75.4,7.51,0.4,12.96,1.06,0.474,0.0,0.998,90.0,ascent,elite,Elite biomechanics detected.
SES_JAV_ELI_00250,athlete_0176,3,squat,137.5,138.03,134.61,134.36,34.28,34.29,177.05,176.82,91.81,91.7,7.6,2.67,12.13,-0.75,0.452,0.0,0.998,90.0,ascent,elite,Perfect depth and alignment.
SES_PUL_ELI_00251,athlete_0103,1,squat,149.5,149.7,135.97,136.56,36.28,35.61,173.86,174.0,79.92,79.37,7.72,0.22,16.48,4.14,0.407,0.0,0.996,90.0,ascent,elite,Textbook squat form.
SES_PUL_ELI_00251,athlete_0053,2,squat,131.74,131.19,119.42,119.89,22.6,23.03,155.44,155.62,76.53,76.3,12.9,2.16,1.9,-0.64,0.463,0.0,0.996,93.3,ascent,elite,Elite biomechanics detected.
SES_PUL_ELI_00251,athlete_0076,3,squat,123.84,124.13,118.62,118.74,24.69,25.07,153.79,153.88,79.82,79.75,11.03,0.17,7.78,2.01,0.434,0.0,0.999,93.8,ascent,elite,Elite biomechanics detected.
SES_PUL_ELI_00251,athlete_0119,4,squat,133.83,132.98,136.73,136.8,29.96,30.13,161.63,161.2,80.02,80.04,8.64,1.14,16.74,1.63,0.478,0.0,0.998,90.0,ascent,elite,Textbook squat form.
SES_PUL_ELI_00251,athlete_0030,5,squat,132.61,132.62,128.11,128.09,43.33,43.27,171.14,171.0,78.61,78.93,13.05,0.44,13.76,-0.27,0.385,0.0,0.999,90.0,ascent,elite,Perfect depth and alignment.
SES_PUL_ELI_00251,athlete_0092,6,squat,128.69,128.16,128.02,127.35,32.73,33.13,158.3,158.65,77.31,77.22,9.3,1.4,0.0,2.2,0.38,0.0,0.997,90.0,ascent,elite,Textbook squat form.
SES_PUL_ELI_00251,athlete_0051,7,squat,148.13,148.58,127.08,126.67,30.52,30.26,164.45,164.45,75.22,75.07,7.3,2.08,20.34,-4.21,0.425,0.0,0.997,90.0,ascent,elite,Elite biomechanics detected.
SES_PUL_ELI_00251,athlete_0134,8,squat,123.76,124.13,112.33,112.48,29.47,28.78,151.1,151.43,74.25,74.12,4.65,3.39,18.12,1.14,0.435,0.0,0.998,94.7,ascent,elite,Textbook squat form.
SES_PUL_ELI_00251,athlete_0132,9,squat,139.45,138.99,136.02,135.41,34.24,34.4,170.54,170.57,89.0,88.73,9.08,1.57,14.18,-0.0,0.473,0.0,0.996,90.0,ascent,elite,Elite biomechanics detected.
SES_PUL_ELI_00251,athlete_0129,10,squat,133.88,134.23,127.01,127.05,31.68,31.53,163.83,163.76,76.35,76.26,6.02,2.38,8.61,-3.75,0.454,0.0,0.999,90.0,ascent,elite,Textbook squat form.
SES_PUL_ELI_00251,athlete_0089,11,squat,128.54,127.9,119.09,118.7,27.4,27.51,160.95,160.82,71.26,71.45,5.31,1.63,20.79,-0.35,0.335,0.0,0.996,94.2,ascent,elite,Textbook squat form.
SES_PUL_ELI_00251,athlete_0096,12,squat,131.76,131.56,133.7,133.66,39.82,39.66,161.83,161.96,77.47,77.66,5.48,2.33,25.23,-0.03,0.483,0.0,0.999,90.0,ascent,elite,Perfect depth and alignment.
SES_PUL_ELI_00251,athlete_0151,13,squat,134.92,135.11,135.03,135.32,33.69,33.71,172.7,173.02,78.81,78.57,6.0,0.9,9.5,0.79,0.36,0.0,0.998,90.0,ascent,elite,Elite biomechanics detected.
SES_PUL_ELI_00251,athlete_0174,14,squat,127.81,128.19,128.03,126.78,32.68,32.91,164.99,164.8,66.04,66.37,9.61,1.76,19.52,3.76,0.494,0.0,0.994,90.0,ascent,elite,Elite biomechanics detected.
SES_PUL_ELI_00251,athlete_0178,15,squat,124.93,124.85,132.54,132.34,26.54,26.46,158.48,158.34,67.28,67.3,3.34,1.6,25.35,-0.06,0.366,0.0,0.999,90.0,ascent,elite,Elite biomechanics detected.
SES_PUL_ELI_00251,athlete_0105,16,squat,125.85,126.15,130.03,129.92,22.63,23.3,155.93,155.3,83.87,83.39,6.46,0.65,7.54,1.7,0.479,0.0,0.997,90.0,ascent,elite,Perfect depth and alignment.
SES_PUL_ELI_00251,athlete_0155,17,squat,125.9,125.77,120.74,120.65,19.96,19.98,159.08,159.16,66.07,66.1,1.75,0.49,9.52,2.8,0.452,0.0,0.999,94.8,ascent,elite,Perfect depth and alignment.
SES_PUL_ELI_00251,athlete_0186,18,squat,124.53,123.58,134.97,134.7,21.54,20.91,160.41,160.29,73.74,73.83,4.31,1.07,20.85,-2.51,0.494,0.0,0.996,90.0,ascent,elite,Perfect depth and alignment.
SES_PUL_ELI_00251,athlete_0121,19,squat,133.54,133.94,130.78,130.62,30.97,30.82,156.23,156.52,70.48,70.73,4.95,2.4,9.84,-0.59,0.514,0.0,0.997,90.0,ascent,elite,Elite biomechanics detected.
SES_PUL_ELI_00251,athlete_0046,20,squat,177.37,174.9,171.78,174.2,23.72,22.32,162.2,163.59,90.75,91.42,6.77,0.71,17.13,6.29,0.522,0.0,0.988,77.5,setup,good,"Good squat, minor trunk lean."
SES_PUL_ELI_00251,athlete_0031,21,squat,158.37,157.81,156.27,156.68,23.72,22.86,167.04,165.46,83.29,84.8,5.64,0.78,5.24,2.67,0.438,0.0,0.992,80.6,setup,good,"Good squat, minor trunk lean."
SES_PUL_ELI_00251,athlete_0153,22,squat,172.55,172.36,177.33,176.02,24.16,23.76,162.48,161.63,98.81,99.27,12.29,0.63,22.89,-2.05,0.432,0.0,0.996,79.4,setup,good,"Good depth, keep chest up."
SES_PUL_ELI_00251,athlete_0120,23,squat,168.52,168.0,173.29,173.11,9.63,8.23,151.04,147.89,91.84,90.58,0.0,1.13,30.27,4.94,0.474,0.0,0.994,75.1,setup,good,"Good squat, minor trunk lean."
SES_PUL_ELI_00251,athlete_0045,24,squat,158.22,158.36,163.8,165.45,25.22,25.88,152.13,153.41,80.64,81.35,6.82,1.31,2.64,-1.6,0.599,0.0,0.993,80.4,setup,good,"Good squat, minor trunk lean."
SES_PUL_ELI_00251,athlete_0107,25,squat,172.28,172.7,170.51,171.33,37.04,36.57,157.19,156.13,99.14,98.99,3.25,0.84,16.67,-2.89,0.423,0.0,0.997,79.8,setup,good,"Good depth, keep chest up."
SES_PUL_ELI_00251,athlete_0181,26,squat,165.81,166.75,168.68,169.24,23.4,23.36,160.68,161.58,89.53,90.07,7.7,0.74,13.65,-0.1,0.483,0.0,0.995,80.4,setup,good,"Good depth, keep chest up."
SES_PUL_ELI_00251,athlete_0069,27,squat,167.57,166.36,169.24,170.71,19.44,19.54,161.23,162.53,84.63,84.48,5.32,0.68,15.39,0.46,0.576,0.0,0.994,77.7,setup,good,"Good depth, keep chest up."
SES_PUL_ELI_00251,athlete_0100,28,squat,176.78,174.25,177.99,178.0,26.02,25.94,166.64,167.77,92.29,91.08,0.01,2.49,5.8,-0.0,0.438,0.0,0.991,78.7,setup,good,"Good squat, minor trunk lean."
SES_PUL_ELI_00251,athlete_0078,29,squat,166.22,165.15,171.61,168.53,29.72,26.17,173.47,173.75,83.7,85.36,12.04,1.68,15.07,0.53,0.584,0.0,0.985,75.0,setup,good,"Good depth, keep chest up."
SES_PUL_ELI_00251,athlete_0004,1,squat,161.92,159.48,159.03,159.15,16.65,17.77,152.41,152.15,77.28,78.37,0.0,0.19,20.22,0.18,0.532,0.0,0.99,78.8,setup,good,"Good depth, keep chest up."
SES_PUL_ELI_00251,athlete_0016,2,squat,169.0,166.37,164.3,165.71,27.09,22.63,174.26,173.39,76.84,77.55,5.78,0.62,20.0,0.2,0.48,0.0,0.989,80.8,setup,good,"Good squat, minor trunk lean."
SES_PUL_ELI_00251,athlete_0087,3,squat,167.63,168.66,174.78,173.8,20.06,19.05,157.95,158.23,86.47,85.52,2.87,0.91,25.26,-2.73,0.604,0.0,0.992,75.0,setup,good,"Solid form, watch ankle mobility."
SES_PUL_ELI_00251,athlete_0010,4,squat,178.0,178.0,178.0,178.0,32.41,31.63,165.13,164.88,95.24,94.92,8.38,2.92,17.66,2.76,0.424,0.0,0.999,77.3,setup,good,"Good squat, minor trunk lean."
SES_PUL_ELI_00251,athlete_0055,5,squat,164.6,167.07,168.47,166.58,27.22,30.88,170.78,171.33,77.09,77.7,0.49,0.44,0.62,0.43,0.508,0.0,0.989,77.3,setup,good,"Solid form, watch ankle mobility."
SES_PUL_ELI_00251,athlete_0141,6,squat,174.73,173.88,177.85,178.0,25.93,25.45,176.78,176.46,93.7,94.66,5.18,0.65,13.86,0.57,0.595,0.0,0.995,75.0,setup,good,"Good squat, minor trunk lean."
SES_PUL_ELI_00251,athlete_0061,7,squat,158.33,158.99,150.04,150.53,20.05,20.39,156.28,156.74,68.2,68.41,2.9,0.78,13.27,1.15,0.47,0.0,0.997,77.5,setup,good,"Solid form, watch ankle mobility."
SES_PUL_ELI_00251,athlete_0120,8,squat,174.53,174.09,178.0,178.0,28.3,28.2,148.73,148.43,98.29,99.58,9.4,2.73,0.0,-1.68,0.549,0.0,0.995,80.3,setup,good,"Good squat, minor trunk lean."
SES_PUL_ELI_00251,athlete_0024,9,squat,167.97,167.62,178.0,178.0,19.25,19.59,156.19,156.01,98.4,98.61,5.0,1.64,0.0,0.48,0.484,0.0,0.999,78.8,setup,good,"Good depth, keep chest up."
SES_PUL_ELI_00251,athlete_0140,10,squat,178.0,177.9,174.35,173.5,46.49,46.29,178.0,177.88,81.85,82.2,4.89,1.37,21.21,2.39,0.603,0.0,0.997,77.9,setup,good,"Good squat, minor trunk lean."
SES_PUL_ELI_00251,athlete_0133,11,squat,176.18,175.0,178.0,178.0,31.48,31.21,152.09,152.5,98.28,98.46,4.63,1.36,17.8,2.2,0.496,0.0,0.997,79.1,setup,good,"Good depth, keep chest up."
SES_PUL_ELI_00251,athlete_0087,12,squat,165.04,164.71,165.84,165.47,18.35,18.22,148.12,148.08,86.73,86.79,0.18,1.9,8.03,-0.16,0.557,0.0,0.998,78.4,setup,good,"Good depth, keep chest up."
SES_PUS_ELI_00252,athlete_0195,1,squat,162.05,161.3,161.21,162.95,31.87,31.16,159.96,159.53,89.44,90.47,5.65,3.95,8.93,-0.27,0.488,0.0,0.991,78.2,setup,good,"Good depth, keep chest up."
SES_PUS_ELI_00252,athlete_0072,2,squat,161.29,159.87,157.32,155.71,16.41,18.59,163.27,162.18,93.07,92.15,3.83,0.97,20.03,-0.04,0.572,0.0,0.99,75.7,setup,good,"Solid form, watch ankle mobility."
SES_PUS_ELI_00252,athlete_0024,3,squat,171.23,169.03,172.11,172.8,29.67,29.54,169.76,168.11,77.65,79.19,4.2,1.26,38.98,-1.52,0.467,0.0,0.988,78.8,setup,good,"Good squat, minor trunk lean."
SES_PUS_ELI_00252,athlete_0045,4,squat,170.48,171.77,175.25,177.14,38.55,39.84,172.33,171.66,87.56,87.03,6.44,0.7,10.58,-2.16,0.508,0.0,0.992,76.5,setup,good,"Good squat, minor trunk lean."
SES_PUS_ELI_00252,athlete_0139,5,squat,159.2,160.07,172.97,172.04,12.33,12.84,147.15,146.82,89.13,89.71,1.59,0.76,23.41,-0.87,0.526,0.0,0.994,81.1,setup,good,"Solid form, watch ankle mobility."
SES_PUS_ELI_00252,athlete_0198,6,squat,172.23,171.64,169.31,170.46,15.28,16.37,162.53,164.52,84.96,84.0,5.42,0.02,6.83,-1.13,0.498,0.0,0.993,80.2,setup,good,"Good depth, keep chest up."
SES_PUS_ELI_00252,athlete_0105,7,squat,149.32,149.7,150.57,150.6,23.31,23.46,156.68,155.93,92.67,92.33,2.33,1.71,24.51,-4.2,0.486,0.0,0.998,77.9,setup,good,"Good squat, minor trunk lean."
SES_PUS_ELI_00252,athlete_0049,8,squat,160.13,159.21,160.56,160.95,28.96,29.46,148.25,148.76,81.72,81.74,5.28,0.63,10.11,0.34,0.519,0.0,0.997,80.2,setup,good,"Good squat, minor trunk lean."
SES_PUS_ELI_00252,athlete_0084,9,squat,169.47,168.8,173.12,171.57,44.1,44.5,174.68,175.51,95.67,96.65,9.77,0.69,4.38,-0.1,0.508,0.0,0.992,77.4,setup,good,"Good depth, keep chest up."
SES_PUS_ELI_00252,athlete_0124,10,squat,167.68,167.61,175.18,175.83,13.39,13.79,158.05,156.3,90.12,90.89,0.0,0.67,17.96,-1.85,0.497,0.0,0.996,75.9,setup,good,"Solid form, watch ankle mobility."
SES_PUS_ELI_00252,athlete_0127,11,squat,178.0,178.0,176.63,175.61,23.42,23.49,160.07,159.85,88.21,88.17,11.34,1.28,23.86,-2.72,0.538,0.0,0.998,78.5,setup,good,"Solid form, watch ankle mobility."
SES_PUS_ELI_00252,athlete_0020,12,squat,170.16,172.06,174.76,176.63,30.74,29.54,163.93,162.55,81.14,80.77,8.82,0.44,15.63,2.03,0.53,0.0,0.991,78.0,setup,good,"Good squat, minor trunk lean."
SES_PUS_ELI_00252,athlete_0104,13,squat,156.53,155.73,159.07,163.71,26.79,30.65,161.89,160.06,82.98,83.55,5.71,0.67,23.61,-3.73,0.472,0.0,0.987,79.8,setup,good,"Good squat, minor trunk lean."
SES_PUS_ELI_00252,athlete_0038,14,squat,158.62,160.58,162.43,163.03,26.15,27.36,152.48,149.26,82.28,82.23,7.94,3.95,16.91,-2.03,0.542,0.0,0.995,75.1,setup,good,"Solid form, watch ankle mobility."
SES_PUS_ELI_00252,athlete_0103,15,squat,165.37,165.13,170.32,170.32,32.15,31.1,161.87,162.27,79.32,80.45,2.18,0.65,16.59,1.11,0.578,0.0,0.995,79.7,setup,good,"Good depth, keep chest up."
SES_PUS_ELI_00252,athlete_0049,16,squat,161.98,162.74,172.24,173.78,27.99,25.17,166.95,164.97,91.91,91.24,6.54,0.29,6.09,-1.54,0.633,0.0,0.993,80.2,setup,good,"Good squat, minor trunk lean."
SES_PUS_ELI_00252,athlete_0103,17,squat,168.79,170.99,175.93,173.9,21.1,20.82,161.31,160.84,93.37,94.91,2.04,1.19,0.21,2.47,0.596,0.0,0.986,76.2,setup,good,"Good squat, minor trunk lean."
SES_PUS_ELI_00252,athlete_0122,18,squat,173.44,171.4,171.44,170.89,22.83,22.55,153.49,153.82,84.23,82.95,3.49,1.12,25.52,-0.18,0.471,0.0,0.99,79.1,setup,good,"Solid form, watch ankle mobility."
SES_PUS_ELI_00252,athlete_0037,19,squat,168.54,166.89,167.86,169.34,23.02,21.35,157.78,156.18,77.74,77.37,1.16,0.05,24.44,-5.15,0.509,0.0,0.992,78.4,setup,good,"Solid form, watch ankle mobility."
SES_PUS_ELI_00252,athlete_0023,20,squat,171.99,169.86,163.45,163.62,28.96,29.55,149.34,149.95,94.16,94.16,9.55,1.83,14.65,-5.84,0.525,0.0,0.996,77.0,setup,good,"Good depth, keep chest up."
SES_PUS_ELI_00252,athlete_0008,21,squat,150.12,148.52,158.12,157.21,20.84,21.8,149.46,150.09,92.13,93.7,1.56,1.12,0.19,-1.73,0.582,0.0,0.989,75.0,setup,good,"Good depth, keep chest up."
SES_PUS_ELI_00252,athlete_0060,22,squat,178.0,177.42,172.27,169.85,22.36,23.13,170.7,174.46,87.16,86.98,8.27,1.0,10.26,3.41,0.467,0.0,0.994,75.0,setup,good,"Solid form, watch ankle mobility."
SES_SNA_ELI_00253,athlete_0035,1,squat,163.71,165.61,158.95,160.58,25.88,24.79,158.81,157.38,81.88,79.88,6.96,1.08,6.19,4.99,0.499,0.0,0.985,77.2,setup,good,"Good squat, minor trunk lean."
SES_SNA_ELI_00253,athlete_0024,2,squat,161.15,164.03,166.02,166.49,17.75,17.29,160.06,161.14,77.57,77.43,4.78,2.37,10.88,1.33,0.502,0.0,0.993,80.3,setup,good,"Good depth, keep chest up."
SES_SNA_ELI_00253,athlete_0050,3,squat,170.01,168.67,171.97,173.63,12.52,10.82,161.25,160.9,81.42,79.02,2.18,2.87,12.93,-0.29,0.55,0.0,0.984,75.0,setup,good,"Solid form, watch ankle mobility."
SES_SNA_ELI_00253,athlete_0005,4,squat,162.29,161.65,161.19,161.71,15.61,15.77,161.54,161.48,77.05,77.89,6.49,0.17,35.57,1.12,0.515,0.0,0.994,79.4,setup,good,"Good depth, keep chest up."
SES_SNA_ELI_00253,athlete_0105,5,squat,153.33,154.58,161.54,162.07,14.45,13.86,150.04,151.38,85.09,84.39,2.67,0.26,12.33,0.64,0.504,0.0,0.993,75.5,setup,good,"Good squat, minor trunk lean."
SES_SNA_ELI_00253,athlete_0014,6,squat,176.06,172.38,168.37,168.84,23.14,22.75,148.66,149.74,81.06,81.14,8.54,0.32,9.86,-3.54,0.454,0.0,0.992,75.5,setup,good,"Good squat, minor trunk lean."
SES_SNA_ELI_00253,athlete_0063,7,squat,174.71,172.9,177.51,177.31,20.88,20.81,149.82,148.64,90.47,89.22,8.28,0.38,11.28,1.19,0.585,0.0,0.992,80.4,setup,good,"Solid form, watch ankle mobility."
SES_SNA_ELI_00253,athlete_0067,8,squat,155.05,156.85,163.41,164.72,24.52,26.49,161.05,162.18,88.96,87.79,2.37,2.07,4.92,-0.15,0.561,0.0,0.989,78.5,setup,good,"Solid form, watch ankle mobility."
SES_SNA_ELI_00253,athlete_0195,9,squat,169.07,169.1,173.49,173.61,21.98,22.14,168.07,167.87,82.17,82.02,1.7,0.75,9.3,0.4,0.628,0.0,0.999,75.8,setup,good,"Solid form, watch ankle mobility."
SES_SNA_ELI_00253,athlete_0107,10,squat,170.6,169.69,170.07,170.79,30.57,29.09,163.2,165.09,84.49,83.9,6.74,0.51,20.63,0.04,0.541,0.0,0.994,75.0,setup,good,"Good depth, keep chest up."
SES_SNA_ELI_00253,athlete_0189,11,squat,156.82,158.49,162.22,161.34,26.17,27.32,154.77,155.29,81.37,82.13,0.7,1.72,21.58,3.42,0.567,0.0,0.992,78.6,setup,good,"Good squat, minor trunk lean."
SES_SNA_ELI_00253,athlete_0118,12,squat,168.25,170.48,164.27,163.96,19.29,19.98,165.01,165.62,81.26,81.92,10.22,0.28,14.38,1.41,0.567,0.0,0.992,75.0,setup,good,"Solid form, watch ankle mobility."
